t_100,V_in_100,I_out_100,t_200,V_in_200,I_out_200,t_400,V_in_400,I_out_400,t_800,V_in_800,I_out_800,t_1600,V_in_1600,I_out_1600,t_3200,V_in_3200,I_out_3200,t_6400,V_in_6400,I_out_6400,t_12800,V_in_12800,I_out_12800,t_25600,V_in_25600,I_out_25600,t_51200,V_in_51200,I_out_51200,t_102400,V_in_102400,I_out_102400,t_204800,V_in_204800,I_out_204800,t_409600,V_in_409600,I_out_409600,t_819200,V_in_819200,I_out_819200,t_1638400,V_in_1638400,I_out_1638400,t_3276800,V_in_3276800,I_out_3276800,t_6553600,V_in_6553600,I_out_6553600
3.090000000000000038e-02,8.841142117153436564e-01,-9.009826590220267964e-07,1.545000000000000019e-02,8.841142117153436564e-01,-1.843730073732586891e-06,7.725000000000000096e-03,8.841142117153436564e-01,-3.794704961415594130e-06,3.862500000000000048e-03,8.841142117153436564e-01,-7.566255684693468896e-06,1.931250000000000024e-03,8.841142117153436564e-01,-1.284516593194026972e-05,9.656250000000000120e-04,8.841142117153436564e-01,-1.577908807838418831e-05,4.828125000000000060e-04,8.841142117153436564e-01,-1.501388944657563976e-05,2.414062500000000030e-04,8.841142117153436564e-01,-1.343352352798405292e-05,1.207031250000000015e-04,8.841142117153436564e-01,-1.233026630481800945e-05,6.035156250000000075e-05,8.841142117153436564e-01,-1.171039912976125758e-05,3.017578125000000037e-05,8.841142117153436564e-01,-1.138545613788382394e-05,1.508789062500000019e-05,8.841142117153436564e-01,-1.121953191166753580e-05,7.543945312500000094e-06,8.841142117153436564e-01,-1.113574643195749572e-05,3.771972656250000047e-06,8.841142117153436564e-01,-1.109365296240064957e-05,1.885986328125000023e-06,8.841142117153436564e-01,-1.107255669219953355e-05,9.429931640625000117e-07,8.841142117153436564e-01,-1.106199625460549250e-05,4.714965820312500058e-07,8.841142117153436564e-01,-1.105671297038537944e-05
3.099999999999999978e-02,9.698456662825795105e-01,-8.671679841443275798e-07,1.549999999999999989e-02,9.698456662825795105e-01,-1.781969301554237977e-06,7.749999999999999944e-03,9.698456662825795105e-01,-3.695602428573363959e-06,3.874999999999999972e-03,9.698456662825795105e-01,-7.463326327756825287e-06,1.937499999999999986e-03,9.698456662825795105e-01,-1.291040115785203547e-05,9.687499999999999931e-04,9.698456662825795105e-01,-1.622543715005323516e-05,4.843749999999999965e-04,9.698456662825795105e-01,-1.578466649331120768e-05,2.421874999999999983e-04,9.698456662825795105e-01,-1.436936573517436503e-05,1.210937499999999991e-04,9.698456662825795105e-01,-1.333921921888794141e-05,6.054687499999999957e-05,9.698456662825795105e-01,-1.275217094818061339e-05,3.027343749999999978e-05,9.698456662825795105e-01,-1.244255107204575382e-05,1.513671874999999989e-05,9.698456662825795105e-01,-1.228400002437872423e-05,7.568359374999999946e-06,9.698456662825795105e-01,-1.220382710565840582e-05,3.784179687499999973e-06,9.698456662825795105e-01,-1.216352117894034892e-05,1.892089843749999986e-06,9.698456662825795105e-01,-1.214331396763594282e-05,9.460449218749999932e-07,9.698456662825795105e-01,-1.213319687789125711e-05,4.730224609374999966e-07,9.698456662825795105e-01,-1.212813497176538055e-05
3.110000000000000264e-02,1.051749583085336504e+00,-8.299309934045782692e-07,1.555000000000000132e-02,1.051749583085336504e+00,-1.713175910646989631e-06,7.775000000000000661e-03,1.051749583085336504e+00,-3.581915041305705407e-06,3.887500000000000330e-03,1.051749583085336504e+00,-7.330942631473991736e-06,1.943750000000000165e-03,1.051749583085336504e+00,-1.292468492859500302e-05,9.718750000000000826e-04,1.051749583085336504e+00,-1.660775183398815173e-05,4.859375000000000413e-04,1.051749583085336504e+00,-1.649314867272584970e-05,2.429687500000000206e-04,1.051749583085336504e+00,-1.524849862054670075e-05,1.214843750000000103e-04,1.051749583085336504e+00,-1.429552832881050637e-05,6.074218750000000516e-05,1.051749583085336504e+00,-1.374361577378023799e-05,3.037109375000000258e-05,1.051749583085336504e+00,-1.345054094158719328e-05,1.518554687500000129e-05,1.051749583085336504e+00,-1.329998880101947674e-05,7.592773437500000645e-06,1.051749583085336504e+00,-1.322374484917142811e-05,3.796386718750000323e-06,1.051749583085336504e+00,-1.318538553437101085e-05,1.898193359375000161e-06,1.051749583085336504e+00,-1.316614713059453296e-05,9.490966796875000806e-07,1.051749583085336504e+00,-1.315651331623036985e-05,4.745483398437500403e-07,1.051749583085336504e+00,-1.315169276522964220e-05
3.120000000000000204e-02,1.129502724782338818e+00,-7.894186441932634729e-07,1.560000000000000102e-02,1.129502724782338818e+00,-1.637621397096037450e-06,7.800000000000000509e-03,1.129502724782338818e+00,-3.454091471791328855e-06,3.900000000000000255e-03,1.129502724782338818e+00,-7.169627053813829807e-06,1.950000000000000127e-03,1.129502724782338818e+00,-1.288796087265167882e-05,9.750000000000000637e-04,1.129502724782338818e+00,-1.692452330879442264e-05,4.875000000000000318e-04,1.129502724782338818e+00,-1.713653992933216361e-05,2.437500000000000159e-04,1.129502724782338818e+00,-1.606745264824014917e-05,1.218750000000000080e-04,1.129502724782338818e+00,-1.519541951942495770e-05,6.093750000000000398e-05,1.129502724782338818e+00,-1.468082082678159887e-05,3.046875000000000199e-05,1.129502724782338818e+00,-1.440544767099987802e-05,1.523437500000000099e-05,1.129502724782338818e+00,-1.426348859804956946e-05,7.617187500000000497e-06,1.129502724782338818e+00,-1.419147451311924421e-05,3.808593750000000249e-06,1.129502724782338818e+00,-1.415521319692721692e-05,1.904296875000000124e-06,1.129502724782338818e+00,-1.413701952586918785e-05,9.521484375000000622e-07,1.129502724782338818e+00,-1.412790700714956610e-05,4.760742187500000311e-07,1.129502724782338818e+00,-1.412334683578648927e-05
3.130000000000000143e-02,1.202798235245330805e+00,-7.457908202443927948e-07,1.565000000000000072e-02,1.202798235245330805e+00,-1.555603940048801888e-06,7.825000000000000358e-03,1.202798235245330805e+00,-3.312636181262089053e-06,3.912500000000000179e-03,1.202798235245330805e+00,-6.980016233663303875e-06,1.956250000000000090e-03,1.202798235245330805e+00,-1.280037392309325308e-05,9.781250000000000448e-04,1.202798235245330805e+00,-1.717450142218007828e-05,4.890625000000000224e-04,1.202798235245330805e+00,-1.771230109177776053e-05,2.445312500000000112e-04,1.202798235245330805e+00,-1.682299578085182128e-05,1.222656250000000056e-04,1.202798235245330805e+00,-1.603534133132301996e-05,6.113281250000000280e-05,1.202798235245330805e+00,-1.556008738700865031e-05,3.056640625000000140e-05,1.202798235245330805e+00,-1.530350267967809749e-05,1.528320312500000070e-05,1.202798235245330805e+00,-1.517069692195119642e-05,7.641601562500000350e-06,1.202798235245330805e+00,-1.510319691063176259e-05,3.820800781250000175e-06,1.202798235245330805e+00,-1.506917669989686552e-05,1.910400390625000087e-06,1.202798235245330805e+00,-1.505209956366505095e-05,9.552001953125000437e-07,1.202798235245330805e+00,-1.504354430353824574e-05,4.776000976562500219e-07,1.202798235245330805e+00,-1.503926250872584466e-05
3.140000000000000430e-02,1.271346850580053589e+00,-6.992197006474336640e-07,1.570000000000000215e-02,1.271346850580053589e+00,-1.467447224938032360e-06,7.850000000000001074e-03,1.271346850580053589e+00,-3.158107429124922158e-06,3.925000000000000537e-03,1.271346850580053589e+00,-6.762858478304596880e-06,1.962500000000000269e-03,1.271346850580053589e+00,-1.266226974559496073e-05,9.812500000000001343e-04,1.271346850580053589e+00,-1.735669962473574012e-05,4.906250000000000671e-04,1.271346850580053589e+00,-1.821815989379475535e-05,2.453125000000000336e-04,1.271346850580053589e+00,-1.751214623481217014e-05,1.226562500000000168e-04,1.271346850580053589e+00,-1.681197897683695929e-05,6.132812500000000839e-05,1.271346850580053589e+00,-1.637794539104691328e-05,3.066406250000000420e-05,1.271346850580053589e+00,-1.614116175478495443e-05,1.533203125000000210e-05,1.271346850580053589e+00,-1.601803343593403598e-05,7.666015625000001049e-06,1.271346850580053589e+00,-1.595531388993224386e-05,3.833007812500000524e-06,1.271346850580053589e+00,-1.592366904688399858e-05,1.916503906250000262e-06,1.271346850580053589e+00,-1.590777584113330044e-05,9.582519531250001311e-07,1.271346850580053589e+00,-1.589981160330250644e-05,4.791259765625000656e-07,1.271346850580053589e+00,-1.589582508332873937e-05
3.150000000000000022e-02,1.334878040718664227e+00,-6.498890803351145062e-07,1.575000000000000011e-02,1.334878040718664227e+00,-1.373499166043299056e-06,7.875000000000000056e-03,1.334878040718664227e+00,-2.991115069767042086e-06,3.937500000000000028e-03,1.334878040718664227e+00,-6.519010810188168164e-06,1.968750000000000014e-03,1.334878040718664227e+00,-1.247419337425158979e-05,9.843750000000000069e-04,1.334878040718664227e+00,-1.747039886339436018e-05,4.921875000000000035e-04,1.334878040718664227e+00,-1.865211994179649549e-05,2.460937500000000017e-04,1.334878040718664227e+00,-1.813218424812230843e-05,1.230468750000000009e-04,1.334878040718664227e+00,-1.752226742199192240e-05,6.152343750000000043e-05,1.334878040718664227e+00,-1.713116712699823082e-05,3.076171875000000022e-05,1.334878040718664227e+00,-1.691511903864104203e-05,1.538085937500000011e-05,1.334878040718664227e+00,-1.680215408988862782e-05,7.690429687500000054e-06,1.334878040718664227e+00,-1.674446253459880844e-05,3.845214843750000027e-06,1.334878040718664227e+00,-1.671531794697547147e-05,1.922607421875000014e-06,1.334878040718664227e+00,-1.670067139492807984e-05,9.613037109375000068e-07,1.334878040718664227e+00,-1.669332961060149880e-05,4.806518554687500034e-07,1.334878040718664227e+00,-1.668965409843943285e-05
3.160000000000000309e-02,1.393141077078325241e+00,-5.979936447287912309e-07,1.580000000000000154e-02,1.393141077078325241e+00,-1.274130533432273645e-06,7.900000000000000772e-03,1.393141077078325241e+00,-2.812318145739282542e-06,3.950000000000000386e-03,1.393141077078325241e+00,-6.249435584656670078e-06,1.975000000000000193e-03,1.393141077078325241e+00,-1.223688706057691050e-05,9.875000000000000965e-04,1.393141077078325241e+00,-1.751515041920519570e-05,4.937500000000000482e-04,1.393141077078325241e+00,-1.901246859373100762e-05,2.468750000000000241e-04,1.393141077078325241e+00,-1.868066281401211821e-05,1.234375000000000121e-04,1.393141077078325241e+00,-1.816340348279481184e-05,6.171875000000000603e-05,1.393141077078325241e+00,-1.781677997278507928e-05,3.085937500000000301e-05,1.393141077078325241e+00,-1.762232007543442362e-05,1.542968750000000151e-05,1.393141077078325241e+00,-1.751996431782446462e-05,7.714843750000000754e-06,1.393141077078325241e+00,-1.746752843545849805e-05,3.857421875000000377e-06,1.393141077078325241e+00,-1.744099912363260895e-05,1.928710937500000188e-06,1.393141077078325241e+00,-1.742765702853807641e-05,9.643554687500000942e-07,1.393141077078325241e+00,-1.742096667238430643e-05,4.821777343750000471e-07,1.393141077078325241e+00,-1.741761667360126520e-05
3.169999999999999901e-02,1.445906022072372288e+00,-5.437382014040360486e-07,1.584999999999999951e-02,1.445906022072372288e+00,-1.169733489700668020e-06,7.924999999999999753e-03,1.445906022072372288e+00,-2.622422286816247357e-06,3.962499999999999876e-03,1.445906022072372288e+00,-5.955196691968087643e-06,1.981249999999999938e-03,1.445906022072372288e+00,-1.195128734417607451e-05,9.906249999999999691e-04,1.445906022072372288e+00,-1.749077767822250541e-05,4.953124999999999846e-04,1.445906022072372288e+00,-1.929778371809672495e-05,2.476562499999999923e-04,1.445906022072372288e+00,-1.915541733815803900e-05,1.238281249999999961e-04,1.445906022072372288e+00,-1.873285688812079889e-05,6.191406249999999807e-05,1.445906022072372288e+00,-1.843207812773182212e-05,3.095703124999999904e-05,1.445906022072372288e+00,-1.825997386576226617e-05,1.547851562499999952e-05,1.445906022072372288e+00,-1.816863125070815137e-05,7.739257812499999759e-06,1.445906022072372288e+00,-1.812165798173809647e-05,3.869628906249999879e-06,1.445906022072372288e+00,-1.809784864478330179e-05,1.934814453124999940e-06,1.445906022072372288e+00,-1.808586366179554703e-05,9.674072265624999698e-07,1.445906022072372288e+00,-1.807985113759378915e-05,4.837036132812499849e-07,1.445906022072372288e+00,-1.807683987310450225e-05
3.180000000000000188e-02,1.492964636568931969e+00,-4.873368718086877659e-07,1.590000000000000094e-02,1.492964636568931969e+00,-1.060720042285600589e-06,7.950000000000000469e-03,1.492964636568931969e+00,-2.422176925197907042e-06,3.975000000000000235e-03,1.492964636568931969e+00,-5.637455358606847305e-06,1.987500000000000117e-03,1.492964636568931969e+00,-1.161852135665156208e-05,9.937500000000000586e-04,1.492964636568931969e+00,-1.739737682852009166e-05,4.968750000000000293e-04,1.492964636568931969e+00,-1.950693930644590654e-05,2.484375000000000147e-04,1.492964636568931969e+00,-1.955457418134804603e-05,1.242187500000000073e-04,1.492964636568931969e+00,-1.922838026553767902e-05,6.210937500000000366e-05,1.492964636568931969e+00,-1.897463329112396681e-05,3.105468750000000183e-05,1.492964636568931969e+00,-1.882556388143054893e-05,1.552734375000000092e-05,1.492964636568931969e+00,-1.874559489650342456e-05,7.763671875000000458e-06,1.492964636568931969e+00,-1.870426962296186513e-05,3.881835937500000229e-06,1.492964636568931969e+00,-1.868327422545367880e-05,1.940917968750000115e-06,1.492964636568931969e+00,-1.867269365382513092e-05,9.704589843750000573e-07,1.492964636568931969e+00,-1.866738269026155603e-05,4.852294921875000286e-07,1.492964636568931969e+00,-1.866472204415124125e-05
3.190000000000000474e-02,1.534131201715616566e+00,-4.290122462233490847e-07,1.595000000000000237e-02,1.534131201715616566e+00,-9.475204174605230065e-07,7.975000000000001185e-03,1.534131201715616566e+00,-2.212372337843186264e-06,3.987500000000000593e-03,1.534131201715616566e+00,-5.297465564453550267e-06,1.993750000000000296e-03,1.534131201715616566e+00,-1.123990237332984372e-05,9.968750000000001481e-04,1.534131201715616566e+00,-1.723531648058093546e-05,4.984375000000000741e-04,1.534131201715616566e+00,-1.963910991722539294e-05,2.492187500000000370e-04,1.534131201715616566e+00,-1.987655805387943087e-05,1.246093750000000185e-04,1.534131201715616566e+00,-1.964801801065781391e-05,6.230468750000000926e-05,1.534131201715616566e+00,-1.944230424560141395e-05,3.115234375000000463e-05,1.534131201715616566e+00,-1.931685799704085628e-05,1.557617187500000231e-05,1.534131201715616566e+00,-1.924857824328987562e-05,7.788085937500001157e-06,1.534131201715616566e+00,-1.921306405715176148e-05,3.894042968750000579e-06,1.534131201715616566e+00,-1.919496545833225448e-05,1.947021484375000289e-06,1.534131201715616566e+00,-1.918583105474533517e-05,9.735107421875001447e-07,1.534131201715616566e+00,-1.918124261176677142e-05,4.867553710937500723e-07,1.534131201715616566e+00,-1.917894308439010048e-05
3.200000000000000067e-02,1.569243251887002977e+00,-3.689945052992254074e-07,1.600000000000000033e-02,1.569243251887002977e+00,-8.305813624286442861e-07,8.000000000000000167e-03,1.569243251887002977e+00,-1.993836527607801534e-06,4.000000000000000083e-03,1.569243251887002977e+00,-4.936569093899199904e-06,2.000000000000000042e-03,1.569243251887002977e+00,-1.081692463036358330e-05,1.000000000000000021e-03,1.569243251887002977e+00,-1.700523621256006147e-05,5.000000000000000104e-04,1.569243251887002977e+00,-1.969377393341744707e-05,2.500000000000000052e-04,1.569243251887002977e+00,-2.012009823250772024e-05,1.250000000000000026e-04,1.569243251887002977e+00,-1.999011400501542630e-05,6.250000000000000130e-05,1.569243251887002977e+00,-1.983324530756532867e-05,3.125000000000000065e-05,1.569243251887002977e+00,-1.973191729916975990e-05,1.562500000000000033e-05,1.569243251887002977e+00,-1.967559624558892672e-05,7.812500000000000163e-06,1.569243251887002977e+00,-1.964603330512205536e-05,3.906250000000000081e-06,1.569243251887002977e+00,-1.963090293189231035e-05,1.953125000000000041e-06,1.569243251887002977e+00,-1.962325074566485751e-05,9.765625000000000203e-07,1.569243251887002977e+00,-1.961940293175948731e-05,4.882812500000000102e-07,1.569243251887002977e+00,-1.961747359830045778e-05
