t_100,V_in_100,I_out_100,t_200,V_in_200,I_out_200,t_400,V_in_400,I_out_400,t_800,V_in_800,I_out_800,t_1600,V_in_1600,I_out_1600,t_3200,V_in_3200,I_out_3200,t_6400,V_in_6400,I_out_6400,t_12800,V_in_12800,I_out_12800,t_25600,V_in_25600,I_out_25600,t_51200,V_in_51200,I_out_51200,t_102400,V_in_102400,I_out_102400,t_204800,V_in_204800,I_out_204800,t_409600,V_in_409600,I_out_409600,t_819200,V_in_819200,I_out_819200,t_1638400,V_in_1638400,I_out_1638400,t_3276800,V_in_3276800,I_out_3276800,t_6553600,V_in_6553600,I_out_6553600
1.140000000000000041e-02,1.271346850580052257e+00,-6.992197006474332404e-07,5.700000000000000205e-03,1.271346850580052257e+00,-1.467447224938032995e-06,2.850000000000000103e-03,1.271346850580052257e+00,-3.158107429124923005e-06,1.425000000000000051e-03,1.271346850580052257e+00,-6.762858478304598574e-06,7.125000000000000257e-04,1.271346850580052257e+00,-1.266226974559496582e-05,3.562500000000000128e-04,1.271346850580052257e+00,-1.735669962473574012e-05,1.781250000000000064e-04,1.271346850580052257e+00,-1.821815989379474857e-05,8.906250000000000321e-05,1.271346850580052257e+00,-1.751214623481215659e-05,4.453125000000000160e-05,1.271346850580052257e+00,-1.681197897683695591e-05,2.226562500000000080e-05,1.271346850580052257e+00,-1.637794539104689634e-05,1.113281250000000040e-05,1.271346850580052257e+00,-1.614116175478494088e-05,5.566406250000000201e-06,1.271346850580052257e+00,-1.601803343593401904e-05,2.783203125000000100e-06,1.271346850580052257e+00,-1.595531388993225063e-05,1.391601562500000050e-06,1.271346850580052257e+00,-1.592366904688399180e-05,6.958007812500000251e-07,1.271346850580052257e+00,-1.590777584113325978e-05,3.479003906250000125e-07,1.271346850580052257e+00,-1.589981160330248950e-05,1.739501953125000063e-07,1.271346850580052257e+00,-1.589582508332874276e-05
1.149999999999999981e-02,1.334878040718662895e+00,-6.498890803351139768e-07,5.749999999999999903e-03,1.334878040718662895e+00,-1.373499166043299480e-06,2.874999999999999951e-03,1.334878040718662895e+00,-2.991115069767042933e-06,1.437499999999999976e-03,1.334878040718662895e+00,-6.519010810188169858e-06,7.187499999999999879e-04,1.334878040718662895e+00,-1.247419337425159317e-05,3.593749999999999939e-04,1.334878040718662895e+00,-1.747039886339436018e-05,1.796874999999999970e-04,1.334878040718662895e+00,-1.865211994179648871e-05,8.984374999999999848e-05,1.334878040718662895e+00,-1.813218424812229488e-05,4.492187499999999924e-05,1.334878040718662895e+00,-1.752226742199191901e-05,2.246093749999999962e-05,1.334878040718662895e+00,-1.713116712699821388e-05,1.123046874999999981e-05,1.334878040718662895e+00,-1.691511903864102847e-05,5.615234374999999905e-06,1.334878040718662895e+00,-1.680215408988861426e-05,2.807617187499999953e-06,1.334878040718662895e+00,-1.674446253459877117e-05,1.403808593749999976e-06,1.334878040718662895e+00,-1.671531794697546469e-05,7.019042968749999881e-07,1.334878040718662895e+00,-1.670067139492804257e-05,3.509521484374999941e-07,1.334878040718662895e+00,-1.669332961060148525e-05,1.754760742187499970e-07,1.334878040718662895e+00,-1.668965409843943963e-05
1.160000000000000094e-02,1.393141077078325019e+00,-5.979936447287907015e-07,5.800000000000000468e-03,1.393141077078325019e+00,-1.274130533432272798e-06,2.900000000000000234e-03,1.393141077078325019e+00,-2.812318145739280848e-06,1.450000000000000117e-03,1.393141077078325019e+00,-6.249435584656668384e-06,7.250000000000000585e-04,1.393141077078325019e+00,-1.223688706057691728e-05,3.625000000000000292e-04,1.393141077078325019e+00,-1.751515041920519570e-05,1.812500000000000146e-04,1.393141077078325019e+00,-1.901246859373100762e-05,9.062500000000000731e-05,1.393141077078325019e+00,-1.868066281401212499e-05,4.531250000000000365e-05,1.393141077078325019e+00,-1.816340348279481522e-05,2.265625000000000183e-05,1.393141077078325019e+00,-1.781677997278506573e-05,1.132812500000000091e-05,1.393141077078325019e+00,-1.762232007543442023e-05,5.664062500000000457e-06,1.393141077078325019e+00,-1.751996431782445107e-05,2.832031250000000228e-06,1.393141077078325019e+00,-1.746752843545851160e-05,1.416015625000000114e-06,1.393141077078325019e+00,-1.744099912363261573e-05,7.080078125000000571e-07,1.393141077078325019e+00,-1.742765702853806285e-05,3.540039062500000285e-07,1.393141077078325019e+00,-1.742096667238430304e-05,1.770019531250000143e-07,1.393141077078325019e+00,-1.741761667360127198e-05
1.170000000000000033e-02,1.445906022072374730e+00,-5.437382014040323429e-07,5.850000000000000165e-03,1.445906022072374730e+00,-1.169733489700661032e-06,2.925000000000000083e-03,1.445906022072374730e+00,-2.622422286816234651e-06,1.462500000000000041e-03,1.445906022072374730e+00,-5.955196691968068162e-06,7.312500000000000206e-04,1.445906022072374730e+00,-1.195128734417606265e-05,3.656250000000000103e-04,1.445906022072374730e+00,-1.749077767822250203e-05,1.828125000000000052e-04,1.445906022072374730e+00,-1.929778371809673851e-05,9.140625000000000258e-05,1.445906022072374730e+00,-1.915541733815806949e-05,4.570312500000000129e-05,1.445906022072374730e+00,-1.873285688812083616e-05,2.285156250000000065e-05,1.445906022072374730e+00,-1.843207812773184245e-05,1.142578125000000032e-05,1.445906022072374730e+00,-1.825997386576229666e-05,5.712890625000000161e-06,1.445906022072374730e+00,-1.816863125070817170e-05,2.856445312500000081e-06,1.445906022072374730e+00,-1.812165798173814390e-05,1.428222656250000040e-06,1.445906022072374730e+00,-1.809784864478334245e-05,7.141113281250000202e-07,1.445906022072374730e+00,-1.808586366179556736e-05,3.570556640625000101e-07,1.445906022072374730e+00,-1.807985113759382303e-05,1.785278320312500050e-07,1.445906022072374730e+00,-1.807683987310454291e-05
1.179999999999999973e-02,1.492964636568931747e+00,-4.873368718086873424e-07,5.899999999999999863e-03,1.492964636568931747e+00,-1.060720042285599742e-06,2.949999999999999931e-03,1.492964636568931747e+00,-2.422176925197904924e-06,1.474999999999999966e-03,1.492964636568931747e+00,-5.637455358606844764e-06,7.374999999999999828e-04,1.492964636568931747e+00,-1.161852135665157055e-05,3.687499999999999914e-04,1.492964636568931747e+00,-1.739737682852008827e-05,1.843749999999999957e-04,1.492964636568931747e+00,-1.950693930644590315e-05,9.218749999999999785e-05,1.492964636568931747e+00,-1.955457418134805281e-05,4.609374999999999893e-05,1.492964636568931747e+00,-1.922838026553768580e-05,2.304687499999999946e-05,1.492964636568931747e+00,-1.897463329112395665e-05,1.152343749999999973e-05,1.492964636568931747e+00,-1.882556388143054554e-05,5.761718749999999866e-06,1.492964636568931747e+00,-1.874559489650341100e-05,2.880859374999999933e-06,1.492964636568931747e+00,-1.870426962296187868e-05,1.440429687499999966e-06,1.492964636568931747e+00,-1.868327422545368218e-05,7.202148437499999832e-07,1.492964636568931747e+00,-1.867269365382512075e-05,3.601074218749999916e-07,1.492964636568931747e+00,-1.866738269026155264e-05,1.800537109374999958e-07,1.492964636568931747e+00,-1.866472204415124802e-05
1.190000000000000085e-02,1.534131201715614790e+00,-4.290122462233503023e-07,5.950000000000000427e-03,1.534131201715614790e+00,-9.475204174605268181e-07,2.975000000000000214e-03,1.534131201715614790e+00,-2.212372337843193464e-06,1.487500000000000107e-03,1.534131201715614790e+00,-5.297465564453562126e-06,7.437500000000000534e-04,1.534131201715614790e+00,-1.123990237332986405e-05,3.718750000000000267e-04,1.534131201715614790e+00,-1.723531648058093885e-05,1.859375000000000134e-04,1.534131201715614790e+00,-1.963910991722538616e-05,9.296875000000000668e-05,1.534131201715614790e+00,-1.987655805387941732e-05,4.648437500000000334e-05,1.534131201715614790e+00,-1.964801801065780036e-05,2.324218750000000167e-05,1.534131201715614790e+00,-1.944230424560139362e-05,1.162109375000000083e-05,1.534131201715614790e+00,-1.931685799704083257e-05,5.810546875000000417e-06,1.534131201715614790e+00,-1.924857824328985191e-05,2.905273437500000209e-06,1.534131201715614790e+00,-1.921306405715175132e-05,1.452636718750000104e-06,1.534131201715614790e+00,-1.919496545833224092e-05,7.263183593750000522e-07,1.534131201715614790e+00,-1.918583105474529790e-05,3.631591796875000261e-07,1.534131201715614790e+00,-1.918124261176675109e-05,1.815795898437500130e-07,1.534131201715614790e+00,-1.917894308439009371e-05
1.200000000000000025e-02,1.569243251887002977e+00,-3.689945052992231840e-07,6.000000000000000125e-03,1.569243251887002977e+00,-8.305813624286416392e-07,3.000000000000000062e-03,1.569243251887002977e+00,-1.993836527607796452e-06,1.500000000000000031e-03,1.569243251887002977e+00,-4.936569093899191434e-06,7.500000000000000156e-04,1.569243251887002977e+00,-1.081692463036358161e-05,3.750000000000000078e-04,1.569243251887002977e+00,-1.700523621256005131e-05,1.875000000000000039e-04,1.569243251887002977e+00,-1.969377393341744707e-05,9.375000000000000195e-05,1.569243251887002977e+00,-2.012009823250772024e-05,4.687500000000000098e-05,1.569243251887002977e+00,-1.999011400501543307e-05,2.343750000000000049e-05,1.569243251887002977e+00,-1.983324530756533206e-05,1.171875000000000024e-05,1.569243251887002977e+00,-1.973191729916976328e-05,5.859375000000000122e-06,1.569243251887002977e+00,-1.967559624558893011e-05,2.929687500000000061e-06,1.569243251887002977e+00,-1.964603330512206892e-05,1.464843750000000030e-06,1.569243251887002977e+00,-1.963090293189231713e-05,7.324218750000000152e-07,1.569243251887002977e+00,-1.962325074566485073e-05,3.662109375000000076e-07,1.569243251887002977e+00,-1.961940293175949070e-05,1.831054687500000038e-07,1.569243251887002977e+00,-1.961747359830047133e-05
1.210000000000000138e-02,1.598162215862241720e+00,-3.075205116402323853e-07,6.050000000000000690e-03,1.598162215862241720e+00,-7.103643822157771734e-07,3.025000000000000345e-03,1.598162215862241720e+00,-1.767431955495188368e-06,1.512500000000000172e-03,1.598162215862241720e+00,-4.556190240435081710e-06,7.562500000000000862e-04,1.598162215862241720e+00,-1.035125742766403248e-05,3.781250000000000431e-04,1.598162215862241720e+00,-1.670804404616160865e-05,1.890625000000000216e-04,1.598162215862241720e+00,-1.967071562112379069e-05,9.453125000000001078e-05,1.598162215862241720e+00,-2.028423357541085168e-05,4.726562500000000539e-05,1.598162215862241720e+00,-2.025331815200965481e-05,2.363281250000000269e-05,1.598162215862241720e+00,-2.014591361124820948e-05,1.181640625000000135e-05,1.598162215862241720e+00,-2.006910373837440429e-05,5.908203125000000674e-06,1.598162215862241720e+00,-2.002496365843156224e-05,2.954101562500000337e-06,1.598162215862241720e+00,-2.000146863505593942e-05,1.477050781250000168e-06,1.598162215862241720e+00,-1.998936620008667751e-05,7.385253906250000842e-07,1.598162215862241720e+00,-1.998322643090177404e-05,3.692626953125000421e-07,1.598162215862241720e+00,-1.998013443163318889e-05,1.846313476562500210e-07,1.598162215862241720e+00,-1.997858290628954218e-05
1.220000000000000077e-02,1.620773963702336173e+00,-2.448328750145590166e-07,6.100000000000000387e-03,1.620773963702336173e+00,-5.873439183209281199e-07,3.050000000000000194e-03,1.620773963702336173e+00,-1.534052136917104246e-06,1.525000000000000097e-03,1.620773963702336173e+00,-4.157830185617314162e-06,7.625000000000000484e-04,1.620773963702336173e+00,-9.844738540937206798e-06,3.812500000000000242e-04,1.620773963702336173e+00,-1.634491286309223401e-05,1.906250000000000121e-04,1.620773963702336173e+00,-1.957002598096869953e-05,9.531250000000000605e-05,1.620773963702336173e+00,-2.036831631537665806e-05,4.765625000000000302e-05,1.620773963702336173e+00,-2.043659170511880654e-05,2.382812500000000151e-05,1.620773963702336173e+00,-2.037907519769992701e-05,1.191406250000000076e-05,1.620773963702336173e+00,-2.032708659382503013e-05,5.957031250000000378e-06,1.620773963702336173e+00,-2.029530168825001923e-05,2.978515625000000189e-06,1.620773963702336173e+00,-2.027796730608904800e-05,1.489257812500000095e-06,1.620773963702336173e+00,-2.026894057216202579e-05,7.446289062500000473e-07,1.620773963702336173e+00,-2.026433745088366395e-05,3.723144531250000236e-07,1.620773963702336173e+00,-2.026201346896036625e-05,1.861572265625000118e-07,1.620773963702336173e+00,-2.026084587489379617e-05
1.230000000000000017e-02,1.636989257168888212e+00,-1.811789948847023176e-07,6.150000000000000085e-03,1.636989257168888212e+00,-4.620054763123769560e-07,3.075000000000000042e-03,1.636989257168888212e+00,-1.294618115396361047e-06,1.537500000000000021e-03,1.636989257168888212e+00,-3.743061074588834686e-06,7.687500000000000106e-04,1.636989257168888212e+00,-9.299366968822508686e-06,3.843750000000000053e-04,1.636989257168888212e+00,-1.591727577623261330e-05,1.921875000000000026e-04,1.636989257168888212e+00,-1.939210238896114013e-05,9.609375000000000132e-05,1.636989257168888212e+00,-2.037201461624425764e-05,4.804687500000000066e-05,1.636989257168888212e+00,-2.053921136735849574e-05,2.402343750000000033e-05,1.636989257168888212e+00,-2.053180988466018038e-05,1.201171875000000017e-05,1.636989257168888212e+00,-2.050484772505234153e-05,6.005859375000000083e-06,1.636989257168888212e+00,-2.048554343434633526e-05,3.002929687500000041e-06,1.636989257168888212e+00,-2.047443810428707488e-05,1.501464843750000021e-06,1.636989257168888212e+00,-2.046852269579717875e-05,7.507324218750000103e-07,1.636989257168888212e+00,-2.046547438884207677e-05,3.753662109375000052e-07,1.636989257168888212e+00,-2.046392759595899133e-05,1.876831054687500026e-07,1.636989257168888212e+00,-2.046314854112985990e-05
1.240000000000000130e-02,1.646744101906648217e+00,-1.168100840348432019e-07,6.200000000000000649e-03,1.646744101906648217e+00,-3.348437097590419541e-07,3.100000000000000325e-03,1.646744101906648217e+00,-1.050074827628898424e-06,1.550000000000000162e-03,1.646744101906648217e+00,-3.313519811540883996e-06,7.750000000000000812e-04,1.646744101906648217e+00,-8.717295043758494576e-06,3.875000000000000406e-04,1.646744101906648217e+00,-1.542682047379577420e-05,1.937500000000000203e-04,1.646744101906648217e+00,-1.913764702823320709e-05,9.687500000000001015e-05,1.646744101906648217e+00,-2.029531388250971019e-05,4.843750000000000507e-05,1.646744101906648217e+00,-2.056077214580432280e-05,2.421875000000000254e-05,1.646744101906648217e+00,-2.060351489809737047e-05,1.210937500000000127e-05,1.646744101906648217e+00,-2.060168559008272639e-05,6.054687500000000634e-06,1.646744101906648217e+00,-2.059493809946185000e-05,3.027343750000000317e-06,1.646744101906648217e+00,-2.059010564916849526e-05,1.513671875000000159e-06,1.646744101906648217e+00,-2.058732491153053958e-05,7.568359375000000793e-07,1.646744101906648217e+00,-2.058584344917361282e-05,3.784179687500000396e-07,1.646744101906648217e+00,-2.058507994981558734e-05,1.892089843750000198e-07,1.646744101906648217e+00,-2.058469250879738831e-05
1.250000000000000069e-02,1.649999999999999911e+00,-5.198017714875155183e-08,6.250000000000000347e-03,1.649999999999999911e+00,-2.063604680588331680e-07,3.125000000000000173e-03,1.649999999999999911e+00,-8.013873742503507600e-07,1.562500000000000087e-03,1.649999999999999911e+00,-2.870901599600006683e-06,7.812500000000000434e-04,1.649999999999999911e+00,-8.100819937710062866e-06,3.906250000000000217e-04,1.649999999999999911e+00,-1.487548255879274890e-05,1.953125000000000108e-04,1.649999999999999911e+00,-1.880766411784411376e-05,9.765625000000000542e-05,1.649999999999999911e+00,-2.013851681692784877e-05,4.882812500000000271e-05,1.649999999999999911e+00,-2.050118894991395188e-05,2.441406250000000136e-05,1.649999999999999911e+00,-2.059390725108235662e-05,1.220703125000000068e-05,1.649999999999999911e+00,-2.061721801410391406e-05,6.103515625000000339e-06,1.649999999999999911e+00,-2.062305395283100517e-05,3.051757812500000169e-06,1.649999999999999911e+00,-2.062451345377714008e-05,1.525878906250000085e-06,1.649999999999999911e+00,-2.062487836129218259e-05,7.629394531250000424e-07,1.649999999999999911e+00,-2.062496959018853419e-05,3.814697265625000212e-07,1.649999999999999911e+00,-2.062499239753872666e-05,1.907348632812500106e-07,1.649999999999999911e+00,-2.062499809938415557e-05
1.260000000000000009e-02,1.646744101906647995e+00,1.305487174906217050e-08,6.300000000000000044e-03,1.646744101906647995e+00,-7.706281586832441460e-08,3.150000000000000022e-03,1.646744101906647995e+00,-5.495372110246989286e-07,1.575000000000000011e-03,1.646744101906647995e+00,-2.416953250635683335e-06,7.875000000000000056e-04,1.646744101906647995e+00,-7.452374596280083902e-06,3.937500000000000028e-04,1.646744101906647995e+00,-1.426543791009170944e-05,1.968750000000000014e-04,1.646744101906647995e+00,-1.840345594958630037e-05,9.843750000000000069e-05,1.646744101906647995e+00,-1.990224222588274721e-05,4.921875000000000035e-05,1.646744101906647995e+00,-2.036069692734058360e-05,2.460937500000000017e-05,1.646744101906647995e+00,-2.050302486060860081e-05,1.230468750000000009e-05,1.646744101906647995e+00,-2.055138369773438256e-05,6.152343750000000043e-06,1.646744101906647995e+00,-2.056978003402547893e-05,3.076171875000000022e-06,1.646744101906647995e+00,-2.057752572622764377e-05,1.538085937500000011e-06,1.646744101906647995e+00,-2.058103483877243595e-05,7.690429687500000054e-07,1.646744101906647995e+00,-2.058269839888329168e-05,3.845214843750000027e-07,1.646744101906647995e+00,-2.058350742293151218e-05,1.922607421875000014e-07,1.646744101906647995e+00,-2.058390624513798683e-05
1.270000000000000122e-02,1.636989257168888212e+00,7.803839903228774966e-08,6.350000000000000609e-03,1.636989257168888212e+00,5.253896804976858008e-08,3.175000000000000305e-03,1.636989257168888212e+00,-2.955182754867960598e-07,1.587500000000000152e-03,1.636989257168888212e+00,-1.953466291391993958e-06,7.937500000000000762e-04,1.636989257168888212e+00,-6.774518136984663768e-06,3.968750000000000381e-04,1.636989257168888212e+00,-1.359909409521817051e-05,1.984375000000000190e-04,1.636989257168888212e+00,-1.792661774843472275e-05,9.921875000000000952e-05,1.636989257168888212e+00,-1.958742257724165926e-05,4.960937500000000476e-05,1.636989257168888212e+00,-2.013985053591260929e-05,2.480468750000000238e-05,1.636989257168888212e+00,-2.033122639795107843e-05,1.240234375000000119e-05,1.636989257168888212e+00,-2.040444245894400499e-05,6.201171875000000595e-06,1.636989257168888212e+00,-2.043532659086424967e-05,3.100585937500000297e-06,1.636989257168888212e+00,-2.044932790561399463e-05,1.550292968750000149e-06,1.636989257168888212e+00,-2.045596737432448130e-05,7.751464843750000744e-07,1.636989257168888212e+00,-2.045919670033809407e-05,3.875732421875000372e-07,1.636989257168888212e+00,-2.046078874823602668e-05,1.937866210937500186e-07,1.636989257168888212e+00,-2.046157911683450358e-05
1.280000000000000061e-02,1.620773963702336173e+00,1.427139444068842657e-07,6.400000000000000307e-03,1.620773963702336173e+00,1.819334046637367926e-07,3.200000000000000153e-03,1.620773963702336173e+00,-4.033306432501169864e-08,1.600000000000000077e-03,1.620773963702336173e+00,-1.482269893150050967e-06,8.000000000000000383e-04,1.620773963702336173e+00,-6.069925749585521077e-06,4.000000000000000192e-04,1.620773963702336173e+00,-1.287908086878593955e-05,2.000000000000000096e-04,1.620773963702336173e+00,-1.737903137692270122e-05,1.000000000000000048e-04,1.620773963702336173e+00,-1.919530032033037349e-05,5.000000000000000240e-05,1.620773963702336173e+00,-1.983952135544188864e-05,2.500000000000000120e-05,1.620773963702336173e+00,-2.007918987315465633e-05,1.250000000000000060e-05,1.620773963702336173e+00,-2.017697420767122389e-05,6.250000000000000300e-06,1.620773963702336173e+00,-2.022022424966154729e-05,3.125000000000000150e-06,1.620773963702336173e+00,-2.024042593016614302e-05,1.562500000000000075e-06,1.620773963702336173e+00,-2.025016955209261223e-05,7.812500000000000374e-07,1.620773963702336173e+00,-2.025495189933454259e-05,3.906250000000000187e-07,1.620773963702336173e+00,-2.025732068799647516e-05,1.953125000000000094e-07,1.620773963702336173e+00,-2.025849948376318263e-05
1.290000000000000001e-02,1.598162215862241275e+00,2.068262630427061337e-07,6.450000000000000004e-03,1.598162215862241275e+00,3.106098332469636026e-07,3.225000000000000002e-03,1.598162215862241275e+00,2.150113230152391277e-07,1.612500000000000001e-03,1.598162215862241275e+00,-1.005223652824543756e-06,8.062500000000000005e-04,1.598162215862241275e+00,-5.341378138338060495e-06,4.031250000000000003e-04,1.598162215862241275e+00,-1.210823979405697620e-05,2.015625000000000001e-04,1.598162215862241275e+00,-1.676285790829016409e-05,1.007812500000000001e-04,1.598162215862241275e+00,-1.872742298255329567e-05,5.039062500000000003e-05,1.598162215862241275e+00,-1.946089464799638185e-05,2.519531250000000002e-05,1.598162215862241275e+00,-1.974790995923816754e-05,1.259765625000000001e-05,1.598162215862241275e+00,-1.986987665718345340e-05,6.298828125000000004e-06,1.598162215862241275e+00,-1.992532192108718240e-05,3.149414062500000002e-06,1.598162215862241275e+00,-1.995164424054295159e-05,1.574707031250000001e-06,1.598162215862241275e+00,-1.996445356206109556e-05,7.873535156250000005e-07,1.598162215862241275e+00,-1.997077005679162776e-05,3.936767578125000003e-07,1.598162215862241275e+00,-1.997390623769090441e-05,1.968383789062500001e-07,1.598162215862241275e+00,-1.997546880845748921e-05
1.300000000000000114e-02,1.569243251887002533e+00,2.701223329082317940e-07,6.500000000000000569e-03,1.569243251887002533e+00,4.380604267225029077e-07,3.250000000000000284e-03,1.569243251887002533e+00,4.695071588928857399e-07,1.625000000000000142e-03,1.569243251887002533e+00,-5.242102539843276953e-07,8.125000000000000711e-04,1.569243251887002533e+00,-4.591750547822109100e-06,4.062500000000000356e-04,1.569243251887002533e+00,-1.128961302858942197e-05,2.031250000000000178e-04,1.569243251887002533e+00,-1.608052909771490557e-05,1.015625000000000089e-04,1.569243251887002533e+00,-1.818563706200978998e-05,5.078125000000000445e-05,1.569243251887002533e+00,-1.900546468021227595e-05,2.539062500000000222e-05,1.569243251887002533e+00,-1.933869406667443420e-05,1.269531250000000111e-05,1.569243251887002533e+00,-1.948436178121293002e-05,6.347656250000000556e-06,1.569243251887002533e+00,-1.955178344990396726e-05,3.173828125000000278e-06,1.569243251887002533e+00,-1.958412252614154345e-05,1.586914062500000139e-06,1.569243251887002533e+00,-1.959994699471134691e-05,7.934570312500000695e-07,1.569243251887002533e+00,-1.960777270861151312e-05,3.967285156250000347e-07,1.569243251887002533e+00,-1.961166390467491429e-05,1.983642578125000174e-07,1.569243251887002533e+00,-1.961360408368843303e-05
1.310000000000000053e-02,1.534131201715615234e+00,3.323523533329203116e-07,6.550000000000000266e-03,1.534131201715615234e+00,5.637821958245336394e-07,3.275000000000000133e-03,1.534131201715615234e+00,7.221500645117854182e-07,1.637500000000000067e-03,1.534131201715615234e+00,-4.112803676054721163e-08,8.187500000000000333e-04,1.534131201715615234e+00,-3.824001415665229913e-06,4.093750000000000167e-04,1.534131201715615234e+00,-1.042643131823165433e-05,2.046875000000000083e-04,1.534131201715615234e+00,-1.533473778528593806e-05,1.023437500000000042e-04,1.534131201715615234e+00,-1.757208074020984721e-05,5.117187500000000208e-05,1.534131201715615234e+00,-1.847502882610629532e-05,2.558593750000000104e-05,1.534131201715615234e+00,-1.885315718363848113e-05,1.279296875000000052e-05,1.534131201715615234e+00,-1.902195103085015064e-05,6.396484375000000260e-06,1.534131201715615234e+00,-1.910108302180420621e-05,3.198242187500000130e-06,1.534131201715615234e+00,-1.913931122726399649e-05,1.599121093750000065e-06,1.534131201715615234e+00,-1.915808839093752913e-05,7.995605468750000325e-07,1.534131201715615234e+00,-1.916739243948979411e-05,3.997802734375000163e-07,1.534131201715615234e+00,-1.917202329394417163e-05,1.998901367187500081e-07,1.534131201715615234e+00,-1.917433342420444122e-05
1.319999999999999993e-02,1.492964636568932857e+00,3.932707308563528787e-07,6.599999999999999964e-03,1.492964636568932857e+00,6.872789741672335607e-07,3.299999999999999982e-03,1.492964636568932857e+00,9.719429737450464661e-07,1.649999999999999991e-03,1.492964636568932857e+00,4.421164940347280648e-07,8.249999999999999955e-04,1.492964636568932857e+00,-3.041160696940767240e-06,4.124999999999999977e-04,1.492964636568932857e+00,-9.522101246844173715e-06,2.062499999999999989e-04,1.492964636568932857e+00,-1.452842726859372766e-05,1.031249999999999994e-04,1.492964636568932857e+00,-1.688917544364834525e-05,5.156249999999999972e-05,1.492964636568932857e+00,-1.787168047366146341e-05,2.578124999999999986e-05,1.492964636568932857e+00,-1.829321550238691379e-05,1.289062499999999993e-05,1.492964636568932857e+00,-1.848446933007138977e-05,6.445312499999999965e-06,1.492964636568932857e+00,-1.857499934547213329e-05,3.222656249999999982e-06,1.492964636568932857e+00,-1.861896581089198945e-05,1.611328124999999991e-06,1.492964636568932857e+00,-1.864062156478270732e-05,8.056640624999999956e-07,1.492964636568932857e+00,-1.865136722915804732e-05,4.028320312499999978e-07,1.492964636568932857e+00,-1.865671946613650753e-05,2.014160156249999989e-07,1.492964636568932857e+00,-1.865939043061479158e-05
1.330000000000000106e-02,1.445906022072374730e+00,4.526370484734036907e-07,6.650000000000000529e-03,1.445906022072374730e+00,8.080633763867951222e-07,3.325000000000000264e-03,1.445906022072374730e+00,1.217900068099449981e-06,1.662500000000000132e-03,1.445906022072374730e+00,9.236161930118749937e-07,8.312500000000000661e-04,1.445906022072374730e+00,-2.246317906319618924e-06,4.156250000000000330e-04,1.445906022072374730e+00,-8.580191792069629821e-06,2.078125000000000165e-04,1.445906022072374730e+00,-1.366477968687940593e-05,1.039062500000000083e-04,1.445906022072374730e+00,-1.613961628754104899e-05,5.195312500000000413e-05,1.445906022072374730e+00,-1.719780076318123225e-05,2.597656250000000207e-05,1.445906022072374730e+00,-1.766107885692260495e-05,1.298828125000000103e-05,1.445906022072374730e+00,-1.787403787359757745e-05,6.494140625000000516e-06,1.445906022072374730e+00,-1.797560863283345276e-05,3.247070312500000258e-06,1.445906022072374730e+00,-1.802513984266073728e-05,1.623535156250000129e-06,1.445906022072374730e+00,-1.804958872140160120e-05,8.117675781250000645e-07,1.445906022072374730e+00,-1.806173359337195377e-05,4.058837890625000323e-07,1.445906022072374730e+00,-1.806778609004034607e-05,2.029418945312500161e-07,1.445906022072374730e+00,-1.807080734766009481e-05
1.340000000000000045e-02,1.393141077078324797e+00,5.102170144503255890e-07,6.700000000000000226e-03,1.393141077078324797e+00,9.256587216287952899e-07,3.350000000000000113e-03,1.393141077078324797e+00,1.459050667290672501e-06,1.675000000000000057e-03,1.393141077078324797e+00,1.401470800835291594e-06,8.375000000000000283e-04,1.393141077078324797e+00,-1.442609925167282725e-06,4.187500000000000141e-04,1.393141077078324797e+00,-7.604420240208576073e-06,2.093750000000000071e-04,1.393141077078324797e+00,-1.274720346258500814e-05,1.046875000000000035e-04,1.393141077078324797e+00,-1.532636143943615241e-05,5.234375000000000177e-05,1.393141077078324797e+00,-1.645604919001655145e-05,2.617187500000000088e-05,1.393141077078324797e+00,-1.695924200178947576e-05,1.308593750000000044e-05,1.393141077078324797e+00,-1.719306575550784639e-05,6.542968750000000221e-06,1.393141077078324797e+00,-1.730527640519541473e-05,3.271484375000000110e-06,1.393141077078324797e+00,-1.736017688237359577e-05,1.635742187500000055e-06,1.393141077078324797e+00,-1.738732239740984641e-05,8.178710937500000276e-07,1.393141077078324797e+00,-1.740081854671401114e-05,4.089355468750000138e-07,1.393141077078324797e+00,-1.740754741663311206e-05,2.044677734375000069e-07,1.393141077078324797e+00,-1.741090704387077598e-05
